model,unfairness_metric,iteration,unfairness,,auc,,unfairness_weight,unfairness_scaled,auc_scaled,protected_column_selected_prop
LogisticRegression,overall_accuracy_equality,20,0.029987988,0.344334445,0.539537723,0.490569991,2,0.344334445,0.490569991,0.25
LogisticRegression,overall_accuracy_equality,21,0.030703236,0.568747285,0.539360285,0.357149269,2,0.568747285,0.357149269,0.75
LogisticRegression,overall_accuracy_equality,22,0.02989892,0.316388714,0.53940463,0.390493402,2,0.316388714,0.390493402,0.75
LogisticRegression,overall_accuracy_equality,23,0.029484345,0.18631357,0.539156776,0.204124318,2,0.18631357,0.204124318,0.5
LogisticRegression,overall_accuracy_equality,24,0.030212933,0.414912133,0.539351266,0.350367372,2,0.414912133,0.350367372,0.25
LogisticRegression,overall_accuracy_equality,25,0.030687363,0.56376712,0.539683091,0.599876745,2,0.56376712,0.599876745,0.75
LogisticRegression,overall_accuracy_equality,26,0.03041148,0.477207313,0.539257678,0.279995972,2,0.477207313,0.279995972,0.75
LogisticRegression,overall_accuracy_equality,27,0.029932262,0.326849904,0.539408908,0.393709929,2,0.326849904,0.393709929,0.75
LogisticRegression,overall_accuracy_equality,28,0.029892673,0.314428628,0.539552144,0.501413621,2,0.314428628,0.501413621,0.25
LogisticRegression,overall_accuracy_equality,29,0.029768581,0.275494114,0.539735856,0.639552409,2,0.275494114,0.639552409,0.5
LogisticRegression,overall_accuracy_equality,30,0.029646683,0.237248075,0.539444164,0.420220001,2,0.237248075,0.420220001,0.25
LogisticRegression,overall_accuracy_equality,31,0.031063565,0.68180256,0.539251286,0.275189329,2,0.68180256,0.275189329,0.25
LogisticRegression,overall_accuracy_equality,32,0.030588993,0.532902968,0.539532785,0.486857396,2,0.532902968,0.486857396,0.75
LogisticRegression,overall_accuracy_equality,33,0.029682587,0.248512976,0.539507251,0.467657269,2,0.248512976,0.467657269,1
LogisticRegression,overall_accuracy_equality,34,0.029636171,0.233949908,0.53955599,0.504305774,2,0.233949908,0.504305774,0
LogisticRegression,overall_accuracy_equality,35,0.031938182,0.956218402,0.539645228,0.571406233,2,0.956218402,0.571406233,0.5
LogisticRegression,overall_accuracy_equality,36,0.03133043,0.7655329,0.539302323,0.31356576,2,0.7655329,0.31356576,0.25
LogisticRegression,overall_accuracy_equality,37,0.029580185,0.216383794,0.539457856,0.430515723,2,0.216383794,0.430515723,0.5
LogisticRegression,overall_accuracy_equality,38,0.029240593,0.109834966,0.539857178,0.730778363,2,0.109834966,0.730778363,0.25
LogisticRegression,overall_accuracy_equality,39,0.029636423,0.234028909,0.539474779,0.443240234,2,0.234028909,0.443240234,0.75
LogisticRegression,overall_accuracy_equality,40,0.029189976,0.093953775,0.539637604,0.565673373,2,0.093953775,0.565673373,0.5
LogisticRegression,overall_accuracy_equality,41,0.029531023,0.200958971,0.539585484,0.526482709,2,0.200958971,0.526482709,0.25
LogisticRegression,overall_accuracy_equality,42,0.030322654,0.449337728,0.539514655,0.473224321,2,0.449337728,0.473224321,0.5
LogisticRegression,overall_accuracy_equality,43,0.029990537,0.345134196,0.540136887,0.941099528,2,0.345134196,0.941099528,0.25
LogisticRegression,overall_accuracy_equality,44,0.0301954,0.409410945,0.539626632,0.557423479,2,0.409410945,0.557423479,0.75
LogisticRegression,overall_accuracy_equality,45,0.030947583,0.645412437,0.539780357,0.673014074,2,0.645412437,0.673014074,0.5
LogisticRegression,overall_accuracy_equality,46,0.030690923,0.564883908,0.5396937,0.607853941,2,0.564883908,0.607853941,0.5
LogisticRegression,overall_accuracy_equality,47,0.031275708,0.748363657,0.539446767,0.422177308,2,0.748363657,0.422177308,0.75
LogisticRegression,overall_accuracy_equality,48,0.029566088,0.211960986,0.539870042,0.740450517,2,0.211960986,0.740450517,0.25
LogisticRegression,overall_accuracy_equality,49,0.03005806,0.366319669,0.539614432,0.548249954,2,0.366319669,0.548249954,0.5
LogisticRegression,overall_accuracy_equality,50,0.030582519,0.530871574,0.539956927,0.805782112,2,0.530871574,0.805782112,0.25
LogisticRegression,overall_accuracy_equality,51,0.031963268,0.964089252,0.539309059,0.318630693,2,0.964089252,0.318630693,0.5
LogisticRegression,overall_accuracy_equality,52,0.029843584,0.299026854,0.539740462,0.643015968,2,0.299026854,0.643015968,0.25
LogisticRegression,overall_accuracy_equality,53,0.030525777,0.513068694,0.539602187,0.539042641,2,0.513068694,0.539042641,0.25
LogisticRegression,overall_accuracy_equality,54,0.029970307,0.33878684,0.539417826,0.400416036,2,0.33878684,0.400416036,0.5
LogisticRegression,overall_accuracy_equality,55,0.030581336,0.530500498,0.539313685,0.322109369,2,0.530500498,0.322109369,0.5
LogisticRegression,overall_accuracy_equality,56,0.029106111,0.067640561,0.539488914,0.453869398,2,0.067640561,0.453869398,0.75
LogisticRegression,overall_accuracy_equality,57,0.030384102,0.468617244,0.539249493,0.273840971,2,0.468617244,0.273840971,0.5
LogisticRegression,overall_accuracy_equality,58,0.029674222,0.245888438,0.539292849,0.306441874,2,0.245888438,0.306441874,0.5
LogisticRegression,overall_accuracy_equality,59,0.030749858,0.583375312,0.539497012,0.459958382,2,0.583375312,0.459958382,0.5
LogisticRegression,overall_accuracy_equality,60,0.030584634,0.531535329,0.539727115,0.632979843,2,0.531535329,0.632979843,0.5
LogisticRegression,overall_accuracy_equality,61,0.029910441,0.320003552,0.539813046,0.697593753,2,0.320003552,0.697593753,0.25
LogisticRegression,overall_accuracy_equality,62,0.030231101,0.420612219,0.539481375,0.448200142,2,0.420612219,0.448200142,0.75
LogisticRegression,overall_accuracy_equality,63,0.030187489,0.406928743,0.539539445,0.491865065,2,0.406928743,0.491865065,0.5
LogisticRegression,overall_accuracy_equality,64,0.029651672,0.23881319,0.539558318,0.506055753,2,0.23881319,0.506055753,0.5
LogisticRegression,overall_accuracy_equality,65,0.030452778,0.490164783,0.539890165,0.755581682,2,0.490164783,0.755581682,0.25
LogisticRegression,overall_accuracy_equality,66,0.030801232,0.599493939,0.539729521,0.634788937,2,0.599493939,0.634788937,0.75
LogisticRegression,overall_accuracy_equality,67,0.030417085,0.478965849,0.539602608,0.539358828,2,0.478965849,0.539358828,0.75
LogisticRegression,overall_accuracy_equality,68,0.030370516,0.464354709,0.539057076,0.129157269,2,0.464354709,0.129157269,0.5
LogisticRegression,overall_accuracy_equality,69,0.030016191,0.353183141,0.539327556,0.332539321,2,0.353183141,0.332539321,0.75
LogisticRegression,overall_accuracy_equality,70,0.029817338,0.290791882,0.53928254,0.298690384,2,0.290791882,0.298690384,0.5
LogisticRegression,overall_accuracy_equality,71,0.029364675,0.148766267,0.539621956,0.553907709,2,0.148766267,0.553907709,1
LogisticRegression,overall_accuracy_equality,72,0.03042277,0.480749512,0.539632403,0.561762538,2,0.480749512,0.561762538,0.75
LogisticRegression,overall_accuracy_equality,73,0.029095752,0.064390221,0.540089408,0.90539852,2,0.064390221,0.90539852,0.25
LogisticRegression,overall_accuracy_equality,74,0.029731602,0.263891904,0.539788326,0.67900646,2,0.263891904,0.67900646,0.5
LogisticRegression,overall_accuracy_equality,75,0.030473252,0.496588425,0.539306377,0.316614313,2,0.496588425,0.316614313,0.5
LogisticRegression,overall_accuracy_equality,76,0.030562642,0.524635178,0.539776217,0.669901359,2,0.524635178,0.669901359,0.5
LogisticRegression,overall_accuracy_equality,77,0.029685552,0.24944323,0.5395159,0.474160482,2,0.24944323,0.474160482,0
LogisticRegression,overall_accuracy_equality,78,0.029382211,0.154268532,0.539701952,0.614058627,2,0.154268532,0.614058627,1
LogisticRegression,overall_accuracy_equality,79,0.029855431,0.302743708,0.539598958,0.536614474,2,0.302743708,0.536614474,0.25
LogisticRegression,overall_accuracy_equality,80,0.030946118,0.644952964,0.539324275,0.330072015,2,0.644952964,0.330072015,0.5
LogisticRegression,overall_accuracy_equality,81,0.030237552,0.422636458,0.539931818,0.786902455,2,0.422636458,0.786902455,0.75
LogisticRegression,overall_accuracy_equality,82,0.03032771,0.450923852,0.539796894,0.685448902,2,0.450923852,0.685448902,0.5
LogisticRegression,overall_accuracy_equality,83,0.029841461,0.298360607,0.539613801,0.54777579,2,0.298360607,0.54777579,0.25
LogisticRegression,overall_accuracy_equality,84,0.029375279,0.152093623,0.539731526,0.636296252,2,0.152093623,0.636296252,0.5
LogisticRegression,overall_accuracy_equality,85,0.029187362,0.093133435,0.539566975,0.512565268,2,0.093133435,0.512565268,0.5
LogisticRegression,overall_accuracy_equality,86,0.030752751,0.584282892,0.539377691,0.370236853,2,0.584282892,0.370236853,0.5
LogisticRegression,overall_accuracy_equality,87,0.030336112,0.453560113,0.539546391,0.497087798,2,0.453560113,0.497087798,0.5
LogisticRegression,overall_accuracy_equality,88,0.030940816,0.643289385,0.539727729,0.633441707,2,0.643289385,0.633441707,0.5
LogisticRegression,overall_accuracy_equality,89,0.029469766,0.181739245,0.539682193,0.599201304,2,0.181739245,0.599201304,0.5
LogisticRegression,overall_accuracy_equality,90,0.03051198,0.508739735,0.539820822,0.703440849,2,0.508739735,0.703440849,0.25
LogisticRegression,overall_accuracy_equality,91,0.030281578,0.436449846,0.53944881,0.423713704,2,0.436449846,0.423713704,0.75
LogisticRegression,overall_accuracy_equality,92,0.030566135,0.525731255,0.539265662,0.285999478,2,0.525731255,0.285999478,0.5
LogisticRegression,overall_accuracy_equality,93,0.0305481,0.520072519,0.539637377,0.565503179,2,0.520072519,0.565503179,0.5
LogisticRegression,overall_accuracy_equality,94,0.030113378,0.383676216,0.539413508,0.397169347,2,0.383676216,0.397169347,0.75
LogisticRegression,overall_accuracy_equality,95,0.029585886,0.218172532,0.539467469,0.437744151,2,0.218172532,0.437744151,0
LogisticRegression,overall_accuracy_equality,96,0.029796693,0.284314572,0.53938719,0.377380023,2,0.284314572,0.377380023,0.75
LogisticRegression,overall_accuracy_equality,97,0.029628637,0.231585914,0.539664016,0.585533727,2,0.231585914,0.585533727,0.75
LogisticRegression,overall_accuracy_equality,98,0.031527553,0.827381419,0.539563726,0.51012289,2,0.827381419,0.51012289,0.5
LogisticRegression,overall_accuracy_equality,99,0.030495643,0.503613869,0.539617604,0.550635088,2,0.503613869,0.550635088,0.5
LogisticRegression,overall_accuracy_equality,100,0.029947216,0.331541888,0.539409319,0.394019021,2,0.331541888,0.394019021,0.5
LogisticRegression,overall_accuracy_equality,1,0.030425877,0.481724544,0.539660066,0.582563674,3,0.481724544,0.582563674,0.25
LogisticRegression,overall_accuracy_equality,2,0.030732944,0.578068391,0.539361795,0.358284225,3,0.578068391,0.358284225,0.5
LogisticRegression,overall_accuracy_equality,3,0.029265875,0.11776729,0.539357561,0.355100869,3,0.11776729,0.355100869,0.25
LogisticRegression,overall_accuracy_equality,4,0.031175288,0.716856362,0.539374014,0.367472309,3,0.716856362,0.367472309,0.5
LogisticRegression,overall_accuracy_equality,5,0.030339355,0.454577661,0.53922081,0.252273796,3,0.454577661,0.252273796,1
LogisticRegression,overall_accuracy_equality,6,0.030649554,0.551904357,0.539007478,0.091862795,3,0.551904357,0.091862795,0.5
LogisticRegression,overall_accuracy_equality,7,0.030753903,0.584644261,0.539153205,0.201439673,3,0.584644261,0.201439673,0.75
LogisticRegression,overall_accuracy_equality,8,0.030731387,0.577579941,0.539512283,0.471441063,3,0.577579941,0.471441063,0.5
LogisticRegression,overall_accuracy_equality,9,0.030235589,0.422020609,0.539605886,0.54182366,3,0.422020609,0.54182366,0.5
LogisticRegression,overall_accuracy_equality,10,0.030717107,0.573099354,0.539393351,0.3820127,3,0.573099354,0.3820127,0.25
LogisticRegression,overall_accuracy_equality,11,0.029315186,0.133238818,0.539597037,0.535170331,3,0.133238818,0.535170331,0.5
LogisticRegression,overall_accuracy_equality,12,0.030139421,0.391847106,0.539499945,0.462163431,3,0.391847106,0.462163431,0.75
LogisticRegression,overall_accuracy_equality,13,0.030540157,0.517580471,0.539543272,0.494742712,3,0.517580471,0.494742712,0.25
LogisticRegression,overall_accuracy_equality,14,0.030308884,0.445017155,0.53918916,0.228474936,3,0.445017155,0.228474936,0.5
LogisticRegression,overall_accuracy_equality,15,0.029545715,0.205568689,0.539657588,0.5807005,3,0.205568689,0.5807005,0.5
LogisticRegression,overall_accuracy_equality,16,0.030001843,0.348681432,0.538933799,0.036460972,3,0.348681432,0.036460972,0.5
LogisticRegression,overall_accuracy_equality,17,0.030739218,0.580036898,0.53931936,0.326376081,3,0.580036898,0.326376081,0.5
LogisticRegression,overall_accuracy_equality,18,0.029486634,0.187031825,0.53966629,0.587243553,3,0.187031825,0.587243553,0.5
LogisticRegression,overall_accuracy_equality,19,0.030558534,0.52334623,0.539360048,0.356970717,3,0.52334623,0.356970717,0.5
LogisticRegression,overall_accuracy_equality,20,0.030315347,0.447044843,0.539193906,0.232043858,3,0.447044843,0.232043858,0.5
LogisticRegression,overall_accuracy_equality,21,0.030690347,0.564703275,0.539250438,0.274551822,3,0.564703275,0.274551822,0.75
LogisticRegression,overall_accuracy_equality,22,0.029817056,0.290703338,0.539077368,0.144415194,3,0.290703338,0.144415194,0.75
LogisticRegression,overall_accuracy_equality,23,0.029484345,0.18631357,0.539156776,0.204124318,3,0.18631357,0.204124318,0.5
LogisticRegression,overall_accuracy_equality,24,0.030072263,0.370776211,0.539279239,0.296208417,3,0.370776211,0.296208417,0.25
LogisticRegression,overall_accuracy_equality,25,0.030583451,0.531164123,0.539672655,0.592029342,3,0.531164123,0.592029342,0.75
LogisticRegression,overall_accuracy_equality,26,0.030206972,0.4130417,0.53921206,0.245694547,3,0.4130417,0.245694547,0.75
LogisticRegression,overall_accuracy_equality,27,0.029856655,0.303127793,0.53933745,0.339978498,3,0.303127793,0.339978498,0.5
LogisticRegression,overall_accuracy_equality,28,0.029970142,0.338734947,0.539498002,0.460703038,3,0.338734947,0.460703038,0.25
LogisticRegression,overall_accuracy_equality,29,0.030055687,0.365575157,0.539044081,0.119385976,3,0.365575157,0.119385976,0.5
LogisticRegression,overall_accuracy_equality,30,0.029834283,0.296108574,0.539372039,0.365987461,3,0.296108574,0.365987461,0.25
LogisticRegression,overall_accuracy_equality,31,0.031037668,0.673677294,0.539111306,0.169933863,3,0.673677294,0.169933863,0.25
LogisticRegression,overall_accuracy_equality,32,0.030556177,0.522606713,0.539518098,0.47581347,3,0.522606713,0.47581347,0.75
LogisticRegression,overall_accuracy_equality,33,0.02983687,0.296920092,0.539361091,0.35775513,3,0.296920092,0.35775513,0.75
LogisticRegression,overall_accuracy_equality,34,0.029629927,0.231990808,0.539240945,0.267413558,3,0.231990808,0.267413558,0
LogisticRegression,overall_accuracy_equality,35,0.032077722,1,0.539293392,0.306850379,3,1,0.306850379,0.5
LogisticRegression,overall_accuracy_equality,36,0.03106608,0.682591463,0.539132941,0.186202603,3,0.682591463,0.186202603,0.25
LogisticRegression,overall_accuracy_equality,37,0.029477018,0.184014618,0.539462571,0.434060754,3,0.184014618,0.434060754,0.5
LogisticRegression,overall_accuracy_equality,38,0.029157758,0.083845066,0.539762545,0.65962042,3,0.083845066,0.65962042,0.25
LogisticRegression,overall_accuracy_equality,39,0.029691311,0.25125037,0.53933988,0.341806022,3,0.25125037,0.341806022,0.75
LogisticRegression,overall_accuracy_equality,40,0.029158952,0.084219767,0.539350593,0.349861224,3,0.084219767,0.349861224,0.5
LogisticRegression,overall_accuracy_equality,41,0.029346892,0.143186989,0.539425085,0.405874506,3,0.143186989,0.405874506,0.5
LogisticRegression,overall_accuracy_equality,42,0.030024146,0.355678974,0.53945151,0.425743943,3,0.355678974,0.425743943,0.75
LogisticRegression,overall_accuracy_equality,43,0.030309673,0.445264764,0.539585407,0.526425475,3,0.445264764,0.526425475,0.5
LogisticRegression,overall_accuracy_equality,44,0.03011839,0.385248659,0.539221951,0.253131219,3,0.385248659,0.253131219,0.75
LogisticRegression,overall_accuracy_equality,45,0.031043392,0.675473017,0.539422072,0.403608683,3,0.675473017,0.403608683,0.5
LogisticRegression,overall_accuracy_equality,46,0.030693753,0.565772084,0.539532174,0.486397431,3,0.565772084,0.486397431,0.5
LogisticRegression,overall_accuracy_equality,47,0.031248022,0.739676933,0.539373427,0.367030894,3,0.739676933,0.367030894,0.75
LogisticRegression,overall_accuracy_equality,48,0.029604065,0.223876316,0.539689105,0.604398621,3,0.223876316,0.604398621,0.25
LogisticRegression,overall_accuracy_equality,49,0.030196077,0.409623478,0.539252903,0.276405171,3,0.409623478,0.276405171,0.5
LogisticRegression,overall_accuracy_equality,50,0.030477635,0.497963661,0.540007501,0.843810465,3,0.497963661,0.843810465,0.25
LogisticRegression,overall_accuracy_equality,51,0.031731333,0.891318391,0.539323541,0.329520033,3,0.891318391,0.329520033,0.5
LogisticRegression,overall_accuracy_equality,52,0.029958343,0.335032926,0.539676867,0.595196759,3,0.335032926,0.595196759,0.25
LogisticRegression,overall_accuracy_equality,53,0.03048366,0.499854209,0.539172038,0.215600221,3,0.499854209,0.215600221,0.25
LogisticRegression,overall_accuracy_equality,54,0.029966919,0.337723751,0.539466303,0.436867088,3,0.337723751,0.436867088,0.5
LogisticRegression,overall_accuracy_equality,55,0.030604721,0.537837773,0.539294015,0.30731855,3,0.537837773,0.30731855,0.5
LogisticRegression,overall_accuracy_equality,56,0.029253862,0.113998112,0.539349913,0.349350392,3,0.113998112,0.349350392,0.5
LogisticRegression,overall_accuracy_equality,57,0.030494469,0.503245504,0.539322235,0.328537836,3,0.503245504,0.328537836,0.5
LogisticRegression,overall_accuracy_equality,58,0.029926915,0.325172339,0.538981296,0.07217569,3,0.325172339,0.07217569,0.25
LogisticRegression,overall_accuracy_equality,59,0.030755435,0.585124915,0.539718307,0.626356653,3,0.585124915,0.626356653,0.25
LogisticRegression,overall_accuracy_equality,60,0.030722399,0.574759918,0.539514551,0.473146229,3,0.574759918,0.473146229,0.5
LogisticRegression,overall_accuracy_equality,61,0.029689498,0.250681331,0.53915822,0.20521002,3,0.250681331,0.20521002,0
LogisticRegression,overall_accuracy_equality,62,0.030364653,0.462515096,0.539172247,0.215757297,3,0.462515096,0.215757297,0.5
LogisticRegression,overall_accuracy_equality,63,0.030163033,0.39925568,0.539143933,0.194467265,3,0.39925568,0.194467265,0.5
LogisticRegression,overall_accuracy_equality,64,0.029823179,0.292624465,0.539468332,0.438392843,3,0.292624465,0.438392843,0.25
LogisticRegression,overall_accuracy_equality,65,0.03066356,0.556298723,0.53944091,0.417773214,3,0.556298723,0.417773214,0.25
LogisticRegression,overall_accuracy_equality,66,0.030837216,0.610784426,0.539810648,0.695790437,3,0.610784426,0.695790437,0.75
LogisticRegression,overall_accuracy_equality,67,0.030448954,0.48896504,0.539551033,0.500578355,3,0.48896504,0.500578355,0.75
LogisticRegression,overall_accuracy_equality,68,0.030381887,0.46792231,0.539002746,0.088304896,3,0.46792231,0.088304896,0.5
LogisticRegression,overall_accuracy_equality,69,0.030127549,0.388122212,0.539363531,0.359589585,3,0.388122212,0.359589585,0.75
LogisticRegression,overall_accuracy_equality,70,0.029838332,0.29737879,0.539163567,0.209230518,3,0.29737879,0.209230518,0.5
LogisticRegression,overall_accuracy_equality,71,0.029405301,0.161513041,0.539435526,0.413725026,3,0.161513041,0.413725026,1
LogisticRegression,overall_accuracy_equality,72,0.030397216,0.47273182,0.539559647,0.5070553,3,0.47273182,0.5070553,0.75
LogisticRegression,overall_accuracy_equality,73,0.029067126,0.055408848,0.53996449,0.81146915,3,0.055408848,0.81146915,0.25
LogisticRegression,overall_accuracy_equality,74,0.029695779,0.252652212,0.539668186,0.588669025,3,0.252652212,0.588669025,0.5
LogisticRegression,overall_accuracy_equality,75,0.030379698,0.467235569,0.539202047,0.238165332,3,0.467235569,0.238165332,0.5
LogisticRegression,overall_accuracy_equality,76,0.030795482,0.597690142,0.539398152,0.385622625,3,0.597690142,0.385622625,0.5
LogisticRegression,overall_accuracy_equality,77,0.029924738,0.324489212,0.538975445,0.067776535,3,0.324489212,0.067776535,0.25
LogisticRegression,overall_accuracy_equality,78,0.029318032,0.134131887,0.539484869,0.450827579,3,0.134131887,0.450827579,1
LogisticRegression,overall_accuracy_equality,79,0.029768321,0.275412506,0.539678681,0.596561047,3,0.275412506,0.596561047,0.5
LogisticRegression,overall_accuracy_equality,80,0.031081522,0.687436597,0.539386983,0.377224102,3,0.687436597,0.377224102,0.5
LogisticRegression,overall_accuracy_equality,81,0.030095252,0.377989031,0.53967222,0.591702579,3,0.377989031,0.591702579,0.75
LogisticRegression,overall_accuracy_equality,82,0.030585224,0.531720348,0.539283759,0.299606713,3,0.531720348,0.299606713,0.5
LogisticRegression,overall_accuracy_equality,83,0.030228348,0.419748737,0.539502318,0.463947962,3,0.419748737,0.463947962,0.5
LogisticRegression,overall_accuracy_equality,84,0.029661774,0.241982816,0.538972268,0.065387474,3,0.241982816,0.065387474,0.5
LogisticRegression,overall_accuracy_equality,85,0.029065363,0.054855587,0.5394208,0.402652283,3,0.054855587,0.402652283,0.5
LogisticRegression,overall_accuracy_equality,86,0.030605783,0.53817091,0.539201705,0.237908272,3,0.53817091,0.237908272,0.5
LogisticRegression,overall_accuracy_equality,87,0.03040545,0.475315453,0.539506485,0.467081157,3,0.475315453,0.467081157,0.5
LogisticRegression,overall_accuracy_equality,88,0.031025483,0.669854006,0.539148672,0.198030911,3,0.669854006,0.198030911,0.5
LogisticRegression,overall_accuracy_equality,89,0.029734298,0.264737519,0.539321008,0.327615505,3,0.264737519,0.327615505,0.25
LogisticRegression,overall_accuracy_equality,90,0.030522872,0.512157265,0.539394379,0.382785141,3,0.512157265,0.382785141,0.25
LogisticRegression,overall_accuracy_equality,91,0.03035877,0.460669058,0.539461415,0.433191889,3,0.460669058,0.433191889,0.5
LogisticRegression,overall_accuracy_equality,92,0.030806363,0.601104058,0.539173517,0.216712925,3,0.601104058,0.216712925,0.5
LogisticRegression,overall_accuracy_equality,93,0.030462845,0.493323328,0.539384741,0.375538445,3,0.493323328,0.375538445,0.5
LogisticRegression,overall_accuracy_equality,94,0.030147981,0.394532869,0.539371132,0.365305264,3,0.394532869,0.365305264,0.75
LogisticRegression,overall_accuracy_equality,95,0.029593288,0.220495037,0.539440226,0.417259443,3,0.220495037,0.417259443,0.25
LogisticRegression,overall_accuracy_equality,96,0.029876756,0.309434549,0.538924405,0.029397569,3,0.309434549,0.029397569,0.75
LogisticRegression,overall_accuracy_equality,97,0.029717469,0.259457568,0.539578839,0.521486396,3,0.259457568,0.521486396,0.75
LogisticRegression,overall_accuracy_equality,98,0.031479995,0.812459697,0.539030881,0.109460484,3,0.812459697,0.109460484,0.5
LogisticRegression,overall_accuracy_equality,99,0.030383544,0.468442261,0.538885309,0,3,0.468442261,0,0.5
LogisticRegression,overall_accuracy_equality,100,0.029940726,0.329505596,0.539074256,0.142075483,3,0.329505596,0.142075483,0.75
